Order_ID,Order_Date,Customer_ID,Segment,Region,State,City,Product_ID,Quantity,Unit_Price,Discount_Percent,Unit_Cost,Total_sales,Total_cost,Profit,Shipping_Cost,Marketing_Cost,Payment_Mode,Sales_Channel,Order_Status,Salesperson,Production_City,Customer_Rating,Return_Reason
ORD001233,2020-07-27,C0180,Consumer,West,Gujarat,Ahmedabad,P013,2,293.66,12,190.38,516.8416,660.33,-143.4884,250,29.57,Debit Card,Distributor,Delivered,Mehul,Mumbai,3,
ORD001234,2023-06-05,C0435,Consumer,South,Karnataka,Bengaluru,P001,1,54060.09,10,44501.19,48654.081,47860.12,793.961,200,3158.93,Net Banking,Distributor,Delivered,Imran,Chennai,3.016895969,
ORD001235,2021-04-03,C0213,Home Office,South,Tamil Nadu,Chennai,P013,5,316.7,7,163.38,1472.655,1213.21,259.445,360,36.31,UPI,Marketplace,Delivered,Mehul,Bhubaneswar,1,
ORD001236,2020-11-12,C0266,Home Office,West,Gujarat,Surat,P001,1,51041.59,10,38522.79,45937.431,39924,6013.431,450,951.21,Debit Card,Distributor,Delivered,Sonal,Chennai,3,
ORD001237,2024-10-03,C0397,Corporate,West,Gujarat,Gandhinagar,P014,3,8009.81,5,6821.95,22827.9585,21312.85,1515.1085,450,397,COD,Online,Delivered,Ramesh,Pune,1,
ORD001238,2022-02-07,C0069,Consumer,East,West Bengal,Kolkata,P015,1,3066.25,13,2614.62,2667.6375,2860.07,-192.4325,150,95.45,Net Banking,Online,Delivered,Ramesh,Chennai,1,
ORD001239,2023-02-08,C0129,Small Business,West,Gujarat,Ahmedabad,P010,3,222.15,0,131.72,666.45,670.47,-4.02,250,25.31,Wallet,Distributor,Delivered,Imran,Gandhinagar,3.016895969,
ORD001240,2023-05-06,C0360,Consumer,North,Rajasthan,Jaipur,P005,5,847.07,0,516.18,4235.35,3572.69,662.66,810,181.79,UPI,Retail Store,Delivered,Ramesh,Chennai,2,
ORD001241,2020-05-16,C0484,Consumer,North,Uttar Pradesh,Noida,P004,5,14531.36,0,10190.84,72656.8,54277.43,18379.37,144,3179.23,Debit Card,Online,In Transit,Ramesh,Chennai,4,
ORD001242,2023-11-12,C0308,Corporate,East,West Bengal,Kolkata,P013,1,277.5,30,195.48,194.25,460.37,-266.12,250,14.89,Credit Card,Distributor,Delivered,Imran,Chennai,2,
ORD001243,2025-02-05,C0691,Home Office,West,Gujarat,Ahmedabad,P016,2,13630.59,5,10442.09,25898.121,22300.4,3597.721,120,1296.22,COD,Retail Store,Delivered,Imran,Ahmedabad,4,
ORD001244,2024-10-03,C0416,Home Office,South,Karnataka,Mysuru,P014,4,7392.97,0,6936.05,29571.88,29019.15,552.73,300,974.95,Net Banking,Retail Store,Delivered,Sonal,Bengaluru,3.016895969,
ORD001245,2020-10-19,C0010,Consumer,North,Rajasthan,Udaipur,P001,2,43357.81,7,41166.29,80645.5266,84111.76,-3466.2334,200,1579.18,COD,Retail Store,Delivered,Jay,Ahmedabad,5,
ORD001246,2021-02-12,C0312,Corporate,East,West Bengal,Kolkata,P015,6,2853.61,15,2308.45,14553.411,15140.49,-587.079,810,479.79,COD,Retail Store,Delivered,Nitin,Ahmedabad,1,
ORD001247,2023-10-27,C0004,Consumer,East,Bihar,Patna,P002,1,18521.75,28,19743.61,13335.66,20498.62,-7162.96,250,505.01,Credit Card,Retail Store,Returned,Ramesh,Hyderabad,5,Damaged
ORD001248,2022-05-28,C0041,Consumer,East,Bihar,Patna,P013,1,207.33,5,166.55,196.9635,776.5,-579.5365,600,9.95,COD,Online,Delivered,Ramesh,Bhubaneswar,3.016895969,
ORD001249,2020-08-21,C0418,Corporate,South,Telangana,Hyderabad,P007,1,11476.65,7,7124.1,10673.2845,7705.9,2967.3845,200,381.8,Net Banking,Retail Store,Delivered,Imran,Pune,3,
ORD001250,2025-02-17,C0483,Corporate,South,Tamil Nadu,Chennai,P002,1,27588.65,18,20003.93,22622.693,20743.41,1879.283,200,539.48,Wallet,Retail Store,Delivered,Nitin,Ahmedabad,3,
ORD001251,2021-09-07,C0662,Consumer,South,Karnataka,Bengaluru,P016,8,13978.68,7,10068.38,104001.3792,84551.37,19450.0092,216,3788.33,Wallet,Marketplace,Delivered,Nitin,Chennai,1,
ORD001252,2023-04-27,C0366,Home Office,North,Uttar Pradesh,Noida,P010,2,231.69,7,129.98,430.9434,721.3,-290.3566,450,11.34,Credit Card,Retail Store,Delivered,Priyanka,Noida,2,
ORD001253,2021-09-20,C0372,Consumer,West,Gujarat,Gandhinagar,P007,1,8538.49,7,7863.06,7940.7957,8938.53,-997.7343,600,475.47,Credit Card,Retail Store,Delivered,Sonal,Kolkata,3.016895969,
ORD001254,2022-02-10,C0596,Consumer,East,West Bengal,Kolkata,P014,12,7332.05,10,6792.08,79186.14,84302.89,-5116.75,144,2653.93,Debit Card,Marketplace,Delivered,Farhan,Pune,4,
ORD001255,2024-04-11,C0439,Small Business,North,Uttar Pradesh,Noida,P008,1,5467.41,3,4274.96,5303.3877,5033.82,269.5677,600,158.86,UPI,Distributor,Delivered,Mehul,Jodhpur,5,
ORD001256,2020-02-27,C0587,Home Office,West,Gujarat,Gandhinagar,P014,1,7917.93,3,6248.4,7680.3921,6741.78,938.6121,250,243.38,Credit Card,Online,Delivered,Priyanka,Bengaluru,1,
ORD001257,2021-03-29,C0094,Consumer,East,Odisha,Bhubaneswar,P001,4,44142.84,5,40015.32,167742.792,168075.7,-332.908,450,7564.42,Wallet,Retail Store,Delivered,Imran,Pune,3.016895969,
ORD001258,2021-01-31,C0613,Consumer,East,Odisha,Bhubaneswar,P003,2,2407.78,0,1722.02,4815.56,3752.25,1063.31,80,228.21,Net Banking,Distributor,Delivered,Jay,Pune,4,
ORD001259,2023-03-07,C0681,Consumer,South,Karnataka,Bengaluru,P016,2,13467.13,5,10154.63,25587.547,21465.92,4121.627,80,1076.66,Net Banking,Distributor,Delivered,Mehul,Ahmedabad,3.016895969,
ORD001260,2024-10-08,C0253,Corporate,North,Rajasthan,Jaipur,P009,2,20934.51,3,19401.9,40612.9494,40860.44,-247.4906,80,1976.64,Credit Card,Online,Delivered,Mehul,Noida,4,
ORD001261,2022-05-23,C0556,Home Office,West,Maharashtra,Nagpur,P010,4,221.12,3,126.95,857.9456,818.56,39.3856,300,10.76,COD,Distributor,Delivered,Asha,Bengaluru,2,
ORD001262,2021-02-15,C0246,Consumer,East,West Bengal,Kolkata,P002,2,23465.15,12,20121.68,41298.664,41753.48,-454.816,200,1310.12,COD,Distributor,Delivered,Imran,Hyderabad,1,
ORD001263,2021-09-23,C0241,Consumer,North,Uttar Pradesh,Lucknow,P017,0,389.58,5,292.12,0,250,-250,250,0,Net Banking,Marketplace,Delivered,Jay,Pune,4,
ORD001264,2025-03-28,C0084,Consumer,West,Maharashtra,Pune,P014,1,8114.49,10,6825.65,7303.041,7430.45,-127.409,300,304.8,Wallet,Online,Delivered,Asha,Chennai,3.016895969,
ORD001265,2024-10-28,C0617,Consumer,South,Karnataka,Mysuru,P008,1,4745.12,5,4262.8,4507.864,4788.01,-280.146,300,225.21,Credit Card,Distributor,Delivered,Priyanka,Ahmedabad,2,
ORD001266,2025-02-15,C0071,Corporate,North,Rajasthan,Jaipur,P006,6,5981.02,18,5397.82,29426.6184,34034.3,-4607.6816,216,1431.38,COD,Online,Cancelled,Kavita,Bhubaneswar,4,
ORD001267,2020-10-29,C0124,Home Office,South,Karnataka,Bengaluru,P004,4,16299.94,7,9907.08,60635.7768,41130.69,19505.0868,600,902.37,UPI,Distributor,Delivered,Asha,Chennai,2,
ORD001268,2021-05-10,C0572,Corporate,West,Gujarat,Surat,P012,1,192.82,28,91.84,138.8304,296.46,-157.6296,200,4.62,Credit Card,Retail Store,Delivered,Ramesh,Lucknow,5,
ORD001269,2025-02-03,C0054,Consumer,South,Tamil Nadu,Chennai,P007,2,9584.54,7,7465.29,17827.2444,15574.78,2252.4644,80,564.2,UPI,Retail Store,Delivered,Farhan,Jaipur,3.016895969,
ORD001270,2024-06-11,C0398,Small Business,North,Rajasthan,Udaipur,P012,10,141.93,22,92.34,1107.054,1268.87,-161.816,270,75.47,Wallet,Retail Store,Cancelled,Kavita,Pune,1,
ORD001271,2023-06-19,C0508,Corporate,West,Maharashtra,Mumbai,P005,1,1144.99,5,578.86,1087.7405,758.73,329.0105,120,59.87,Wallet,Online,Delivered,Asha,Hyderabad,4,
ORD001272,2022-09-11,C0168,Corporate,North,Delhi,Delhi,P003,1,3472.84,0,1712.12,3472.84,1870.81,1602.03,80,78.69,COD,Online,In Transit,Asha,Ahmedabad,4,
ORD001273,2022-10-18,C0242,Corporate,North,Rajasthan,Jodhpur,P009,2,21200.29,5,17685.4,40280.551,36752.44,3528.111,80,1301.64,Wallet,Marketplace,Cancelled,Jay,Jodhpur,3,
ORD001274,2020-06-09,C0560,Home Office,West,Gujarat,Surat,P012,3,193.13,3,95.46,562.0083,605.33,-43.3217,300,18.95,Net Banking,Retail Store,Delivered,Mehul,Hyderabad,2,
ORD001275,2020-08-07,C0400,Consumer,North,Uttar Pradesh,Lucknow,P003,6,2366.65,28,2047.74,10223.928,13326.1,-3102.172,810,229.66,COD,Distributor,In Transit,Asha,Hyderabad,1,
ORD001276,2024-04-03,C0457,Consumer,North,Uttar Pradesh,Lucknow,P013,1,270.58,5,179.86,257.051,443.5,-186.449,250,13.64,COD,Marketplace,Delivered,Priyanka,Bengaluru,3.016895969,
ORD001277,2023-04-16,C0503,Consumer,South,Tamil Nadu,Chennai,P010,1,255.71,3,136.84,248.0387,343.75,-95.7113,200,6.91,Wallet,Marketplace,Delivered,Ramesh,Noida,1,
ORD001278,2023-03-26,C0615,Consumer,West,Gujarat,Gandhinagar,P013,6,286.23,12,163.42,1511.2944,1386.07,125.2244,360,45.55,Credit Card,Online,Cancelled,Nitin,Gandhinagar,3,
ORD001279,2022-09-07,C0639,Consumer,East,West Bengal,Kolkata,P008,1,5213.76,8,4259.66,4796.6592,4638.48,158.1792,120,258.82,Wallet,Online,Delivered,Jay,Nagpur,1,
ORD001280,2022-05-14,C0272,Consumer,North,Rajasthan,Jodhpur,P007,4,8049.43,0,8047.61,32197.72,33319.97,-1122.25,120,1009.53,Credit Card,Retail Store,Delivered,Sonal,Kolkata,2,
ORD001281,2021-11-10,C0530,Corporate,North,Uttar Pradesh,Noida,P003,2,3207.83,0,1914.07,6415.66,4658.88,1756.78,600,230.74,Wallet,Distributor,Delivered,Mehul,Pune,5,
ORD001282,2024-02-14,C0131,Consumer,North,Rajasthan,Udaipur,P014,1,7273.18,10,6068.2,6545.862,6337.58,208.282,150,119.38,Debit Card,Online,Delivered,Sonal,Pune,4,
ORD001283,2020-01-25,C0340,Consumer,North,Delhi,Delhi,P002,15,29635.61,7,21109.07,413416.7595,330978.95,82437.8095,1080,13262.9,Net Banking,Online,In Transit,Nitin,Hyderabad,2,
ORD001284,2024-09-30,C0513,Consumer,West,Gujarat,Ahmedabad,P015,1,3506.21,10,2379.65,3155.589,2820.63,334.959,300,140.98,Wallet,Retail Store,Delivered,Farhan,Bengaluru,2,
ORD001285,2021-07-22,C0085,Home Office,South,Karnataka,Bengaluru,P009,1,24368.39,3,19009.45,23637.3383,18080.96,5556.3783,450,-1378.49,Wallet,Marketplace,Delivered,Jay,Lucknow,3,
ORD001286,2023-03-20,C0491,Consumer,South,Telangana,Hyderabad,P004,5,13757.18,3,9287.05,66722.323,50829,15893.323,810,3583.75,UPI,Online,Delivered,Ramesh,Ahmedabad,3.016895969,
ORD001287,2020-08-18,C0615,Consumer,West,Gujarat,Gandhinagar,P016,2,11455.44,7,10605.87,21307.1184,22627.06,-1319.9416,600,815.32,UPI,Distributor,Delivered,Asha,Pune,5,
ORD001288,2020-11-17,C0225,Consumer,East,Bihar,Patna,P017,1,326.08,11,294.83,290.2112,898.32,-608.1088,600,3.49,Wallet,Online,Delivered,Jay,Pune,3.016895969,
ORD001289,2024-06-16,C0406,Corporate,North,Delhi,Delhi,P015,2,3573.9,3,2500.34,6933.366,5515.91,1417.456,300,215.23,Net Banking,Retail Store,In Transit,Imran,Hyderabad,5,
ORD001290,2023-05-31,C0661,Consumer,North,Rajasthan,Jodhpur,P005,1,864.29,37,537.2,544.5027,826.45,-281.9473,250,39.25,Credit Card,Retail Store,Delivered,Ramesh,Chennai,3,
ORD001291,2020-10-11,C0584,Consumer,North,Uttar Pradesh,Noida,P006,4,7248.46,15,5250.03,24644.764,21733.45,2911.314,150,583.33,Credit Card,Distributor,Delivered,Nitin,Nagpur,3.016895969,
ORD001292,2021-11-19,C0534,Consumer,East,Bihar,Patna,P010,15,163.16,0,120.27,2447.4,2010.08,437.32,144,62.03,Net Banking,Distributor,Delivered,Nitin,Pune,1,
ORD001293,2021-07-19,C0371,Consumer,North,Rajasthan,Jaipur,P012,3,170.99,3,101.15,497.5809,531.91,-34.3291,200,28.46,Debit Card,Marketplace,Returned,Imran,Bengaluru,4,Price Issue
ORD001294,2020-10-24,C0215,Small Business,South,Telangana,Hyderabad,P012,5,220.61,3,91.95,1069.9585,667.72,402.2385,144,63.97,Debit Card,Retail Store,Delivered,Farhan,Patna,4,
ORD001295,2025-05-04,C0502,Corporate,North,Uttar Pradesh,Lucknow,P013,1,235.62,0,169.11,235.62,423.63,-188.01,250,4.52,Net Banking,Distributor,Delivered,Priyanka,Mumbai,5,
ORD001296,2025-10-22,C0090,Small Business,North,Uttar Pradesh,Noida,P001,6,54952.72,12,40048.89,290150.3616,248875.87,41274.4916,144,8438.53,Debit Card,Marketplace,Delivered,Kavita,Ahmedabad,5,
ORD001297,2023-11-06,C0391,Home Office,West,Maharashtra,Nagpur,P015,4,2700.34,0,2604.28,10801.36,11140.15,-338.79,450,273.03,Debit Card,Marketplace,Delivered,Asha,Ahmedabad,5,
ORD001298,2023-01-20,C0481,Corporate,North,Rajasthan,Jaipur,P004,4,13511.76,3,9660.71,52425.6288,40316.32,12109.3088,300,1373.48,Wallet,Marketplace,Delivered,Kavita,Hyderabad,3.016895969,
ORD001299,2020-01-14,C0601,Consumer,South,Karnataka,Bengaluru,P014,2,9614.67,7,6684.66,17883.2862,14354.36,3528.9262,600,385.04,Net Banking,Marketplace,Delivered,Asha,Chennai,3,
ORD001300,2023-05-14,C0421,Consumer,East,West Bengal,Kolkata,P009,1,18799.79,15,19388.01,15979.8215,20363.15,-4383.3285,300,675.14,Net Banking,Distributor,Delivered,Asha,Bengaluru,3.016895969,
ORD001301,2021-03-21,C0644,Small Business,South,Karnataka,Bengaluru,P008,1,6494.03,10,3733.14,5844.627,4453.17,1391.457,600,120.03,COD,Distributor,Delivered,Nitin,Ahmedabad,5,
ORD001302,2022-08-10,C0028,Corporate,West,Gujarat,Ahmedabad,P008,2,6494.68,28,3730.38,9352.3392,8264.37,1087.9692,200,603.61,Net Banking,Retail Store,Delivered,Imran,Lucknow,3.016895969,
ORD001303,2024-01-16,C0538,Small Business,South,Telangana,Hyderabad,P002,4,28925.9,0,20834.39,115703.6,86208.21,29495.39,450,2420.65,Debit Card,Online,Delivered,Ramesh,Ahmedabad,3.016895969,
ORD001304,2020-04-12,C0463,Consumer,North,Rajasthan,Jaipur,P014,1,7746.86,3,6693.17,7514.4542,7055.24,459.2142,200,162.07,Credit Card,Marketplace,Delivered,Jay,Hyderabad,1,
ORD001305,2025-11-25,C0590,Consumer,North,Delhi,Delhi,P010,5,233.83,5,129.08,1110.6925,1203.81,-93.1175,540,18.41,COD,Distributor,Delivered,Asha,Delhi,4,
ORD001306,2022-02-14,C0242,Corporate,North,Rajasthan,Jodhpur,P001,2,41576.26,5,43775.25,78994.894,88777.35,-9782.456,300,926.85,Net Banking,Online,Delivered,Imran,Pune,4,
ORD001307,2021-11-03,C0482,Consumer,North,Rajasthan,Udaipur,P002,2,21595.36,22,22769.33,33688.7616,47953.59,-14264.8284,120,2294.93,Credit Card,Retail Store,Delivered,Priyanka,Ahmedabad,4,
ORD001308,2024-10-25,C0689,Home Office,North,Uttar Pradesh,Noida,P004,4,12848.42,7,9599.88,47796.1224,40250.75,7545.3724,80,1771.23,Wallet,Marketplace,Delivered,Mehul,Ahmedabad,1,
ORD001309,2024-08-22,C0466,Consumer,North,Rajasthan,Jodhpur,P017,1,399.28,15,285,339.388,598.22,-258.832,300,13.22,Wallet,Distributor,Returned,Ramesh,Bengaluru,3,Wrong Product
ORD001310,2025-11-20,C0194,Consumer,East,Odisha,Bhubaneswar,P004,6,10053.08,5,10068.59,57302.556,63309.91,-6007.354,810,2088.37,Wallet,Distributor,In Transit,Jay,Bengaluru,3,
ORD001311,2022-11-21,C0602,Consumer,South,Telangana,Hyderabad,P007,1,9508.3,5,7849.45,9032.885,8295.79,737.095,150,296.34,UPI,Distributor,Returned,Imran,Surat,2,Damaged
ORD001312,2024-06-02,C0391,Home Office,West,Maharashtra,Nagpur,P007,1,7805.29,15,7294,6634.4965,7583.51,-949.0135,200,89.51,UPI,Distributor,In Transit,Jay,Bhubaneswar,1,
ORD001313,2020-11-09,C0121,Consumer,South,Telangana,Hyderabad,P005,6,963.09,5,595.54,5489.613,4103.21,1386.403,270,259.97,Credit Card,Online,Delivered,Jay,Chennai,5,
ORD001314,2020-11-16,C0058,Corporate,West,Gujarat,Gandhinagar,P012,1,182.66,12,97.07,160.7408,251.37,-90.6292,150,4.3,Wallet,Distributor,Returned,Kavita,Noida,5,Damaged
ORD001315,2025-06-19,C0695,Home Office,East,West Bengal,Kolkata,P007,5,7808.93,5,7127,37092.4175,38443.82,-1351.4025,1080,1728.82,COD,Online,Returned,Mehul,Kolkata,3,
ORD001316,2024-11-25,C0636,Home Office,North,Rajasthan,Udaipur,P011,6,293.28,5,282.11,1671.696,2004.1,-332.404,216,95.44,Wallet,Online,Delivered,Nitin,Noida,5,
ORD001317,2020-07-25,C0244,Small Business,West,Gujarat,Gandhinagar,P011,1,356.15,5,265.03,338.3425,583.92,-245.5775,300,18.89,COD,Online,In Transit,Ramesh,Kolkata,5,
ORD001318,2024-02-20,C0338,Corporate,North,Uttar Pradesh,Noida,P010,2,258.1,7,120.52,480.066,369.46,110.606,120,8.42,Net Banking,Retail Store,Returned,Jay,Kolkata,3.016895969,
ORD001319,2024-03-25,C0018,Consumer,East,West Bengal,Kolkata,P016,1,10161.69,22,11122.55,7926.1182,11565.88,-3639.7618,120,323.33,Wallet,Distributor,Delivered,Farhan,Pune,3.016895969,
ORD001320,2023-10-20,C0352,Consumer,South,Telangana,Hyderabad,P001,10,53226.22,0,42777.05,532262.2,446425.35,85836.85,270,18384.85,Debit Card,Retail Store,Delivered,Sonal,Hyderabad,3,
ORD001321,2020-04-03,C0106,Home Office,West,Maharashtra,Pune,P016,8,12722.82,5,11078.14,96693.432,94700.72,1992.712,540,5535.6,Credit Card,Online,Delivered,Farhan,Hyderabad,5,
ORD001322,2021-04-22,C0674,Consumer,North,Delhi,Delhi,P016,4,13513.24,12,10302.35,47566.6048,41950.93,5615.6748,120,621.53,Debit Card,Retail Store,Delivered,Sonal,Ahmedabad,4,
ORD001323,2021-07-11,C0163,Corporate,North,Rajasthan,Jaipur,P003,3,2646.9,15,1910.16,6749.595,6195.2,554.395,120,344.72,COD,Distributor,Delivered,Ramesh,Ahmedabad,1,
ORD001324,2020-10-31,C0081,Home Office,North,Uttar Pradesh,Lucknow,P003,1,2399.93,0,,2399.93,308.91,2091.02,200,108.91,Credit Card,Marketplace,Delivered,Asha,Hyderabad,1,
ORD001325,2021-07-21,C0574,Small Business,East,Odisha,Bhubaneswar,P015,2,2476.87,3,2535.5,4805.1278,5426.97,-621.8422,120,235.97,Net Banking,Marketplace,In Transit,Kavita,Hyderabad,3.016895969,
ORD001326,2025-08-25,C0557,Consumer,South,Telangana,Hyderabad,P008,1,6002.08,5,4302.42,5701.976,4904.56,797.416,450,152.14,Debit Card,Marketplace,Delivered,Nitin,Ahmedabad,2,
ORD001327,2020-07-14,C0445,Home Office,North,Rajasthan,Jodhpur,P014,1,7026.38,7,6737.04,6534.5334,7193.68,-659.1466,250,206.64,Debit Card,Distributor,Delivered,Farhan,Ahmedabad,5,
ORD001328,2022-02-09,C0095,Small Business,East,West Bengal,Kolkata,P011,2,295.56,10,278.98,532.008,1021.8,-489.792,450,13.84,Net Banking,Marketplace,Returned,Farhan,Bhubaneswar,3.016895969,
ORD001329,2021-07-05,C0143,Corporate,North,Rajasthan,Jaipur,P005,1,966.85,5,508.19,918.5075,740.47,178.0375,200,32.28,Wallet,Distributor,Cancelled,Ramesh,Hyderabad,4,
ORD001330,2020-10-29,C0309,Consumer,West,Gujarat,Ahmedabad,P017,12,537.35,5,287.94,6125.79,4277.64,1848.15,540,282.36,Wallet,Distributor,Cancelled,Priyanka,Hyderabad,5,
ORD001331,2023-04-11,C0069,Consumer,East,West Bengal,Kolkata,P005,8,804.9,32,560.47,4378.656,5307.92,-929.264,450,374.16,Debit Card,Distributor,Delivered,Imran,Pune,1,
ORD001332,2021-11-07,C0454,Consumer,North,Rajasthan,Udaipur,P009,2,17189.02,25,18780.45,25783.53,38907.45,-13123.92,300,1046.55,Credit Card,Retail Store,Delivered,Mehul,Jaipur,5,
ORD001333,2020-07-05,C0191,Small Business,East,Odisha,Bhubaneswar,P006,4,5933.47,0,5263.97,23733.88,22298.15,1435.73,80,1162.27,Credit Card,Retail Store,Delivered,Nitin,Jodhpur,1,
ORD001334,2023-02-26,C0631,Home Office,West,Maharashtra,Nagpur,P003,4,2421.16,7,1927.13,9006.7152,8336.4,670.3152,250,377.88,COD,Online,Returned,Mehul,Bengaluru,2,Price Issue
ORD001335,2024-11-14,C0116,Home Office,West,Maharashtra,Pune,P010,1,236.24,15,121.49,200.804,425.31,-224.506,300,3.82,Net Banking,Online,Delivered,Ramesh,Surat,5,
ORD001336,2020-02-13,C0563,Consumer,South,Tamil Nadu,Chennai,P015,1,3400.25,5,2415.61,3230.2375,2675.01,555.2275,150,109.4,Credit Card,Marketplace,Delivered,Farhan,Ahmedabad,4,
ORD001337,2024-11-29,C0089,Corporate,North,Uttar Pradesh,Lucknow,P014,12,7529.42,5,6200.68,85835.388,79621.59,6213.798,270,4943.43,Wallet,Marketplace,Delivered,Ramesh,Hyderabad,2,
ORD001338,2020-05-24,C0365,Consumer,North,Uttar Pradesh,Lucknow,P014,3,6906.57,12,7076.6,18233.3448,22356.96,-4123.6152,450,677.16,Credit Card,Distributor,Delivered,Kavita,Pune,5,
ORD001339,2021-01-27,C0380,Corporate,West,Maharashtra,Pune,P009,3,27440.67,5,20797.23,78205.9095,64240.16,13965.7495,250,1598.47,Wallet,Retail Store,Cancelled,Ramesh,Jaipur,2,
ORD001340,2024-10-13,C0343,Corporate,North,Rajasthan,Jodhpur,P011,4,285.49,12,250.58,1004.9248,1138.22,-133.2952,80,55.9,UPI,Retail Store,Delivered,Kavita,Jaipur,3,
ORD001341,2020-12-18,C0208,Consumer,South,Tamil Nadu,Chennai,P008,1,6121.39,10,3855.94,5509.251,4161.3,1347.951,120,185.36,Credit Card,Marketplace,Cancelled,Priyanka,Nagpur,1,
ORD001342,2024-06-03,C0277,Consumer,East,West Bengal,Kolkata,P015,1,3018.92,7,2578.75,2807.5956,3222.91,-415.3144,600,44.16,Net Banking,Online,Cancelled,Priyanka,Bengaluru,4,
ORD001343,2023-04-12,C0243,Home Office,North,Delhi,Delhi,P008,1,6686.32,18,4267.46,5482.7824,4617.02,865.7624,200,149.56,Net Banking,Retail Store,Delivered,Farhan,Gandhinagar,3,
ORD001344,2022-01-26,C0308,Corporate,East,West Bengal,Kolkata,P002,2,21787.27,20,22971.06,34859.632,47904.42,-13044.788,80,1882.3,UPI,Distributor,In Transit,Farhan,Bengaluru,2,
ORD001345,2021-08-04,C0151,Home Office,West,Maharashtra,Nagpur,P006,2,5927.62,28,5620.29,8535.7728,11551.02,-3015.2472,120,190.44,COD,Online,Delivered,Sonal,Mysuru,1,
ORD001346,2022-04-02,C0004,Consumer,East,Bihar,Patna,P003,3,2038.65,8,1878.25,5626.674,5589.48,37.194,300,-345.27,Net Banking,Marketplace,Delivered,Priyanka,Hyderabad,1,
ORD001347,2022-01-26,C0519,Corporate,North,Rajasthan,Jodhpur,P005,6,796.25,10,562.23,4299.75,4549.47,-249.72,1080,96.09,Debit Card,Marketplace,In Transit,Asha,Chennai,3.016895969,
ORD001348,2022-01-28,C0124,Home Office,South,Karnataka,Bengaluru,P007,2,11737.24,10,8298.28,21127.032,17394.11,3732.922,150,647.55,Net Banking,Distributor,Delivered,Sonal,Surat,4,
ORD001349,2023-08-07,C0655,Consumer,South,Karnataka,Mysuru,P016,1,10544.37,7,10165.72,9806.2641,11109.01,-1302.7459,600,343.29,COD,Distributor,In Transit,Nitin,Bengaluru,3,
ORD001350,2024-06-25,C0481,Corporate,North,Rajasthan,Jaipur,P004,1,11466.62,10,9207.27,10319.958,9690.68,629.278,150,333.41,COD,Online,Delivered,Asha,Ahmedabad,4,
ORD001351,2024-10-23,C0039,Consumer,West,Maharashtra,Pune,P007,3,10396.13,10,6992.82,28069.551,22473.43,5596.121,600,894.97,Debit Card,Distributor,Delivered,Imran,Pune,4,
ORD001352,2024-03-24,C0563,Consumer,South,Tamil Nadu,Chennai,P016,1,12457.85,15,9997.27,10589.1725,10523.43,65.7425,120,406.16,Credit Card,Retail Store,Delivered,Asha,Pune,2,
ORD001353,2020-12-01,C0009,Corporate,West,Gujarat,Gandhinagar,P008,3,5509.32,12,3996.35,14544.6048,13353.28,1191.3248,600,764.23,UPI,Marketplace,In Transit,Jay,Bhubaneswar,2,
ORD001354,2020-12-09,C0327,Consumer,North,Uttar Pradesh,Noida,P007,2,8907.9,5,7417.42,16925.01,15207.68,1717.33,150,222.84,COD,Online,In Transit,Kavita,Nagpur,4,
ORD001355,2023-01-23,C0428,Small Business,West,Gujarat,Surat,P006,6,6293.86,15,5391.56,32098.686,33879.72,-1781.034,540,990.36,COD,Distributor,Delivered,Kavita,Bengaluru,5,
ORD001356,2022-11-10,C0070,Small Business,North,Rajasthan,Jaipur,P001,1,48855.79,3,39081.45,47390.1163,39910.91,7479.2063,80,749.46,COD,Marketplace,Delivered,Asha,Ahmedabad,5,
ORD001357,2025-04-06,C0643,Small Business,North,Uttar Pradesh,Lucknow,P008,2,5077.38,15,4326.33,8631.546,9268.37,-636.824,80,535.71,Net Banking,Distributor,Delivered,Farhan,Delhi,1,
ORD001358,2025-04-28,C0166,Consumer,West,Maharashtra,Pune,P013,1,308.79,0,,308.79,314.04,-5.25,300,14.04,COD,Retail Store,Returned,Imran,Bengaluru,3.016895969,Late Delivery
ORD001359,2024-02-04,C0456,Corporate,South,Tamil Nadu,Chennai,P008,4,6367.6,12,4421.29,22413.952,18937.74,3476.212,80,1172.58,Net Banking,Online,Delivered,Kavita,Surat,5,
ORD001360,2022-12-15,C0367,Corporate,South,Tamil Nadu,Chennai,P004,2,13735.07,10,10207.94,24723.126,21480.31,3242.816,120,944.43,Net Banking,Online,Delivered,Asha,Ahmedabad,3,
ORD001361,2023-05-22,C0344,Consumer,East,Bihar,Patna,P009,1,17132.77,0,20279.03,17132.77,21223.16,-4090.39,300,644.13,Wallet,Online,Delivered,Mehul,Hyderabad,3.016895969,
ORD001362,2021-10-16,C0312,Corporate,East,West Bengal,Kolkata,P006,1,6066.3,3,4949.7,5884.311,5318.18,566.131,80,288.48,COD,Distributor,Returned,Farhan,Mumbai,5,
ORD001363,2025-04-17,C0158,Consumer,West,Gujarat,Gandhinagar,P001,8,40896.83,18,40561.75,268283.2048,335345.53,-67062.3252,450,10401.53,COD,Marketplace,Delivered,Farhan,Chennai,3,
ORD001364,2020-04-02,C0192,Consumer,East,Odisha,Bhubaneswar,P004,1,10223.42,0,9963.41,10223.42,10694.84,-471.42,120,611.43,Credit Card,Online,Delivered,Nitin,Pune,3.016895969,
